,data
36,35longobard influence probably longo bard king authari marriage bavarian princess theodelinda bavarians adopted typi cal object used longobard fu neral rites gold leaf cross probably placed face deceased gold foil cross deer centre eagle ornaments called animal style ii early 7th cent found cividale del friuli italy made skull father law king cunimund ordered queen given wine well inviting merry drink father rosamund heard deep sorrow stirred heart could longer suppress glowed desire avenge father death killing husband soon conspired helmechis king skilpor shield bearer foster brother murder alboin historia langobardorum ii conspirators succeeded killing king usurping power planned rosamund fled longobard nobles byzantine exile dur ing attempt away one accomplices killed alboin longobards bur ied first king italic soil alboin successor king cleph died one half years ten year interregnum followed thirty five longobard dukes divided italy amongst threatened alliance franks byzantines dukes elect cleph son authari king alliance however fruitless proceeding half heartedly franks quickly concluded peace longobards authari r used breathing space foreign affairs eliminate domestic opponents away collaborators byzantine empire disobedient dukes replacing men consolidate royal power king highest judge managed sub jects tax obligations legitimise claim power authari took roman family name flavius came part longobard king title plac ing tradition roman emperors flavian dynasty well theoderic great called flavius theodericus rex terms foreign politics king secured position marrying theodelinda daughter bavarian king garibald numerous mediterranean import products mostly going alps italy testify ex cellent relations longobards bavarians dur ing time among called coptic bronze tableware mediterranean buckles earrings ame thyst beads garnets present day sri lanka india eastern mediterranean ivory objects africa cowry shells red sea much bavarians also adopted specific object used longobard funeral rites gold leaf cross thin crosses made gold tin leaf may placed face deceased together veil authari made numerous domestic enemies probably died poison duke agilulf turin r married authari widow theodelinda elected king regained lost territory expanding realm wherever could even laying siege rome intervention pope gregory wrote letters agilulf catholic wife theodelin da made truce possible followed peace longobards byzantium agilulf consolidated longobards dominion theo delinda influence led conciliation arian con querors catholic subjects son adaloald r became first catholic king de posed conservative compatriots opinion favoured church much kings conservative arians although instance king rothari r well disposed longobards lower elbe italy
37,crossroads diversity36theodelinda second half 7th century saw final christianisation longobards fresco depicts theodelinda queen longo bards gold melted building church part series frescoes depicting scenes life cathe dral monza italy frescoes date 5th century artist depicted queen retinue contemporary attire good example renaissance interest events early middle ages towards catholicism victories domestic foreign politics caused kingdom prosper longobards self confidence illustrated edictus rothari longobard law codified latin king grimoald r longobard kingdom reached greatest size rome naples exarchate ravenna exarch byzantine governor enclosed almost italy grimoald suc cessor perctarit r concluded definitive peace byzantium longobards would forgo expansion byzantium gave attempts reconquest recognised longobards rulers italy period also saw final conversion longobards catholicism decision much secure longobard rule italy next hundred years political armed conflicts byzantium longobard kingdom definitely affected trade archaeological finds crypta balbi rome prove nonetheless lively exchange eastern medi terranean
38,37a longobard byzantine helmet exquisite reconstructed span genhelm made byzantine workshop imported pres ent day hungary mediter ranean gilt copper ad found danube hungary last longobard king significantly bore latin name desiderius r frankish realm expanded carolingians tried protect kingdom marrying daughter frankish king char les known charlemagne r fragile alliance last charles brother fel low king carloman died unexpectedly family fled desiderius charles considering brother heirs potential rivals took offence shortly pope adrian called upon charles protect territory longobards charles seized opportunity frankish armies marched northern italy charles took longobard capital pavia early june two hundred year reign longobards italy ended june charles rex francorum et langobardorum crowned king longobards pavia longobards lower elbe italyluxury goods mediterranean import products necklace found mülheim kärlich ger many testify longobard bavari relations may im ported merchandise diplo matic gift gold amethyst glass ad
39,crossroads diversity38the byzantine empire eastern pers pec tive ad aikaterini dellaporta maria bormpoudaki anna pianalto byzantine empire conventional name introduced modern historians indicate medieval state cen tred eastern part roman empire christian empire east constantinople capital surviving western counterpart become longest lived empire interruption millennium paper attempt clarify reasons longevity analysing series characteristic artefacts time frame analysis spans period ad empire underwent considerable changes happened resto ration roman supremacy mediterranean sea emperor justinian r northern eastern borders empire attacked persians avars slavs arabs c almost eastern provinces captured arabs onwards time emperor heraclius death byzantines confined heartland regions asia minor ana tolian plateau modern turkey balkans greece parts italy northern africa next two centuries empire lost africa well northern central italy sicily situation deteriorated fur ther climatic changes reduction cultivable land significant loss grain supply egypt outbreaks plague resulted considerable contraction empire economy many
40,byzantine empire eastern perspective ad 800the good shepherd sculpture trapezophoron table support single leg table one best preserved examples early christian art christ appears good shepherd guardian flock two small rams feet shepherd motif pop ular theme greek art late tiquity sculpture became associ ated image christ good shepherd marble h cm first half 4th century ad historians assign death heraclius end period called late antiquity significant territorial economic contrac tion factors enabled east roman empire survive nonetheless faith power firstly creation christian community different devotional acts processions festivals provided series opportunities collectivity gather form new cohesion turning point east christian commu nity recognised within political ideology struc ture empire ruler chosen god rep resentative earth provincial metropolitan faithful together ecclesiastical community bound concept recognise emperor political leader system seeing believing process traced back early fourth century archaeologi cal evidence motif good shepherd exam ple used late antique sculpture primarily sarcophagi table supports shepherd guardian flock iconographic theme popular since greek archaic period e g calf bearer acropo lis museum could also allegorically associated christian parable christ good shepherd john saviour souls interesting exten sion symbolism good shepherd comes reference greek clergyman scholar eu sebius caesarea according emperor constantine great r good shepherd people table support depict ing good shepherd kept byzantine christian museum athens could reflect political theology empire earthly emperor chosen god lead christian people association image interpretations probably com pletely acknowledged concept em peror invested divine power also reiterated coins practical vehicle ideas throughout empire eusebius stated life constantine emperor directed likeness stamped golden coin empire eyes uplifted posture prayer god money became current throughout roman world iconographic changes occurred coins including replacement figure nike victory angel addi tion new symbols cross accompanied angels saints another christian image appeared late roman coins issued death constan tine great ruler received god represented hand message empire political theology reached decisive phase coin issued reign justinian ii r christ obverse emperor reverse sacred buildings regular gathering christian community church buildings contributed rise society based religious unity churches lavishly decorated sculptures mosaics wall paintings example mosaic floor ilissus basilica athens decorated range motifs birds flowers ivy leaves rosettes reli gious building community meeting place also receptacle various liturgical prac tices churches provided suitable architectural setting processions liturgical services celebrations worship idea belonging christian community reinforced series religious practices performed throughout year specifically mar tyrs cults various rituals contributed formation bonding christian community reli quaries constitute category artefacts shed light phenomenon reliquaries contained martyrs saints relics usually placed altar church consecration relics saints associated major churches early fourth century churches attracted believers christian world came venerate saint question
41,crossroads diversity40floor mosaic ilissus basilica ilissus basilica athens one beautifully decorated churches helped cement empire christian community mosaic panel stork pecking snake framed elaborate design part floor decorated images ani mals plants geometrical de signs imagery drawn natural history distinctive characteristic byzantine church mosaic floors 5th 6th centuries stone glass tesserae first half 5th century ad sacred travel undertaking journey holy land represented another christian practice pilgrimage officially pro moted constantine palestine landscape holy places particular significance collec tion key features bible pilgrim wor ship god included places residences objects stood closeness god christians believed places objects bodily contact holy persons became holy pilgrims wanted touch believing could draw part holiness exam ple st menas flask containing water oil martyr crypt intended worn around neck faithful amulet healing purposes sacred images another religious practice meant bind eastern chris tendom together cult icons icons painted wooden devotional panels representing holy figures scenes sacred texts icons invention christian art graeco roman world already tradition displaying images venerable figures christian icons however common portraits medium communicate spiritual world wide open eyes represented figures look invited worshipper personal meeting divine worshippers could address icons prayers invoking divine intervention case natural disasters dangers personal requests icons believed work miracles fail ure avar persian siege constantinople attributed icon direct ter vention mother god beginning icons found domestic sphere gradually make way public communal domain church another reason empire longevity consists religious unity brief rest empire troubled iconoclastic controversy severe theological confron tation resulted ban icons controversy cen tred questions whether sacred figures depicted whether kind worship front icon considered form idolatry one theological arguments raised support production veneration holy images doctrine incarnation christ assuming human na ture icons portrayed christ human form iconoclastic controversy resulted significant chan ges art since production use icons banned many religious images churches de stroyed replaced either symbol cross simple decorative motifs failure iconoclasm lit image smashing restoration icons prevailed end made icons inseparable part public private worship oldest icon byzantine christian museum athens exam ple period first layer painting dating ninth century ad
42,41emperors angel imperial weight decorated incised depiction two emperors flanking angel two imperial figures impe rial vestments loros insig nia imperial power sceptre globe identified justin justinian co rulers april august fol lowing iconographical changes coins reign justin angel replaced tradition al figure winged victory go ddess nike imperial weights used verify weight gold coins solidi practice intro duced reign constan tine great bronze silver inlay x cm gr 6th cent ad shift local economies another aspect favoured continuity byz antine empire ability shift large scale system local regional economic systems mediterranean sea romans mare nostrum latin sea since julius caesar time roman economy mediterranean centred depended sea easy relatively cheap transport eco nomic unity mediterranean region illustrated called african red slip ware high quality tableware made province africa proconsu laris nowadays tunisia parts libya algeria wide distribution across mediterranean shores inland demonstrates lively east west commercial ex changes picture commerce whole rad ically transformed arabs occupation southern mediterranean whole large scale eco nomic network came end single excep tion sicily arab invasion started economic shift followed favoured produc tion amphorae tableware regional scale military another reason empire survived long presence well organised efficient army empire constantly threat armies repre sented necessary expense simple raids major vading forces faced bor ders fact slav raids affected mainland greece already sixth century hiding hoard krate gos mytilene lesbos greek island aegean sea linked invasions gold jewel lery silverware coins bronze seal signet ring found chance construction les bos airport dates coins control stamps silverware indicate hoard buried towards ad byzantine empire eastern perspective ad
43,crossroads diversity42after breakdown seventh century byzan tine army organised according theme system network territorial military units greek mata military commander combining military civil power army relied rela tively fertile areas theme provisions early eighth century themes distinct geographi cal boundaries fiscal autonomy end century advantages system theme armies could meet major invading forces push back even entered imperial territory see also sarantis contribution double sided icon kalliopi phaidra kalafati one earliest surviving double sided icons appeared restoration holy im ages end icon oclastic controversy troubled byzantine empire called processional icon meant carried processions notably christ shown alive cross eyes open iconographic element ascribed early middle byz antine period perhaps early 9th century survived 1th century became normal portray christ already dead side icon three layers paint discov ered 9th 10th 3th centuries icons probably painted dirt ied candle smoke damaged reflect new theological interpretation virgin st john head christ painted recently side icon shows mother god baby jesus arms type hode getria shows way examination x rays shows image painted 6th century probably conceals earlier virgin perhaps date original crucifixion obverse painter follow austere frontal type triumphant byzantine hode getria instead gentle movement virgin towards child indicated slight inclination head tempera panel x cm ad epirus greece iconoclasm iconoclastic controversy sulted prohibition icons leading scenes destruction many churches new severi ty arts mosaic hagia irene church istanbul example iconoclast art
45,crossroads diversity44christ triumphs snake inner surface plate decorated stamped image christ standing basilisk crested snake theme rarely found stamped plates symbol ises christ triumph pow ers evil plate made workshops northern africa found farmhouse region attica greece type pottery african red slip ware exported various centres around mediterranean basin clay diam cm 6th cent ad purple codex vellum calfskin parchment leaf belonged codex pur pureus petropolitanus greek gospel book dated sixth century text written silver gold christian sacred names purple dyed pages indicates made imperial scriptoria constan tinople purple manuscripts luxury items associated imperial circles urban elites another factor crucial importance continuity empire fact cases fate empire converged interests elites economic breakdown seventh century urban recession detected cities empire one exceptions constantinople cities elites economically reliant larger scale economic exchange urban elites longer responsible raising taxes done imperial officials sought new role state hierarchy city level aristocracies moved thematic military hierarchy province ecclesiastical hierarchy state hierarchy seventh century byzantine empire trans formed words john haldon poly centric society became metropolitanocentric empire focused constantinople historians long transitional process late antiquity early middle ages came end establishment icon worship eastern roman empire territorially restricted heartland gradually transformed greek speaking christian realm byzantine empire
46,45the krategos mytilene hoard gold jewellery coins belong ing krategos mytilene hoard found silver trulla dating coins minted constan tinople confirms treasure hidden toward ad hidden times dangerantonis tsakalos hammered silver vessel trul la bowl horizontal handle part krategos mytilene hoard base five seals dating reign emperor heraclius handle decorated depiction aphrodite oceanus suggest ing vessel used bath flanked four medallions busts youths various ornamental motifs crosses decorating hoard jewellery suggest family owned christians trulla several amulets indicate reject pagan subject matter period turmoil brought persian avaro slav invasions buried silverware valuables mytilene never returned recover treasure partially gilt silver probably damaged mechanical digger h cm l cm diam cm weight gr byzantine empire eastern perspective ad
47,constantinople rome km km viewing byzantine princess theo phano empress consort holy roman empire merely pawn diplomacy dynasties guarantee offspring justice rightful place ottonian dynasty tradition strong women queen matilda mother otto great already played active part politics built network stifts monasteries daughter law adelheid otto second wife even powerful estate italy enabled otto pope crown roman emperor caused twofold conflict otto byzantine east roman empire firstly emperor nicepho rus considered roman emperor secondly otto military campaigns threatened byzantine terri tory southern italy otto wanted solve problem marriage son otto ii co emperor byzantine princess anna por phyrogenita title born purple means child ruling emperor mar riage would meant reco gnition imperial status east francia eastern german speaking part charlemagne legacy known byzantine princesses however normally married third diplomatic mission led arch bishop cologne gero man aged secure hand princess albeit anna porphyrogenita new em peror john tzimisces r sent twelve year old cousin theo phano rome two ottos decided accept april pope celebrated marriage crowned theophano empress ottonian court impressed traveller theophano byzantine princess rustic west robin oomkes hold otto theophano marriage charter may well gorgeous kind coloured purple byzantine custom border gold medal lions parchment scroll cm long cm wide average text writ ten gold carolingian minuscule starts values marriage second half business morning gift dower theo phano prestige clear size dower low countries walcheren wichelen abbey nivelles italy istria province pescara ger many boppard herford tilleda pfalz nordhausen abbey crossroads diversity
48,magdeburg aachen nijmegen aachen km km km km nijmegen km pavia splendid robes well grand retinue magnificent dowry brought east francia new empress came known greek woman later chroniclers disapproved decadence theophano allegedly sisted eating fork instead fingers went far taking bath every day questionable whe ther theophano left constantino ple age twelve much influ ence frankish art culture ottonian court love byzantine ivory sculpture illuminated manuscripts certainly pre dated arrival case new life cannot one pomp circumstance since east francia capital charlemagne time king emperor ruled saddle travelling residence residence pfalz imperial abbey bishopric itinerarium planned year ahead byzantine princess raised palace bosporus theo phano must difficulty adapt ing travelling life ottonian residences modest places usu ally fortified homestead stone hall living room could heated yet charters drawn along way show accompanied otto ii almost itineraria fourth child fu ture otto iii born reichs wald forest present day border netherlands ger many near groesbeek way aachen nijmegen theophano influence reached peak otto ii early death three year old son crowned emperor otto iii aachen undecided regent theophano adelheid italy time henry quarrelsome cousin otto ii claimed regency turned eye throne empire lead ing noblemen appointed adelheid theophano meanwhile returned germany official gents compliment theo phano ruled like man dates pe riod family ties constan ti nople lost use mur der uncle emperor john tzi misces theophano stand ground vis à vis constantinople speci fically italy two empires terests competed signed charters masculine name theophanos imperator theophano died nijmegen buried church st pantaleon cologne recent research suggests otto iii st nicholas chapel also known valkhof chapel near nijmegen carolingian pfalz built memory mother theophano equality byzantine inspired relief christ standing baldachin crowning otto ii theophano emperor em press remarkable spouses depicted equals size bottom left see kneeling archbishop john piacenza commissioned work ivory book cover c ad x cm modern sarcophagus theophano memory still alive germa ny new sarcophagus greek marble cologne church st pantaleon shows relief head inspired famous ivory book cover shows christ otto theophano left right sides st pantaleon hagia sophia istanbul symbolising wish reunion roman catholic greek orthodox church theophano
49,crossroads diversity48the sassanid empire rise islam ad kianoosh rezania sassanid empire one important civ ilisations late antiquity lasting four centuries extended india central asia east levant mediterranean west ara bian peninsula south caspian region north heirs achaemenids sassanids claimed ancient universal sacred nature empire romans natural rivals two superpowers also diplomatic economic exchanges location sassa nid empire formed cultural link china roman empire great impact social economic environment silk road long lasting dominion broad territory sassanids established empire whose cultural political econ omic influence went beyond actual period gion demise seventh century ad left suc cessor islamic caliphate strong foundation vast long lived empire rise empire persian nobleman ardashı r defeated ardawa n iv last parthian king founded sassanid empire ad sassanids agenda mainly consisted political religious centralism opposed par thians local dynasties ardashı r clearly presented programme architecture ardashı r khwar rah city built persis circular city three con centric zones around centre fire temple royal edifice lie close together symbolising centralised hierarchic state state power religion cooper ate closely reign second sassanid king shapur r saw emergence new religion nichaeism supported king manichaeism spread across eurasia intensive exchange religions particularly zoroastrianism christi anity deeply changed religious field china rome third century implications even islam organisation state able reign ample territory centralis tic state sassanids needed sizeable administrative investiture tãq e bostãn kermanshah iran series large rock reliefs shows investiture sassanid kings include fi nest best preserved exam ples persian sculpture sassanids relief shows king khosrow ii r flanked supreme god ahura mazda goddess ana hita
50,sassanid empire rise islam ad 800silk road sassanid kings chose beauti ful setting rock reliefs ad jacent sacred springs empty large reflecting pool base mountain cliff stra tegic location western iran heart zagros mountains shows importance ta q e bosta n vital stop silk road site turned archaeological park apparatus third century already included gover nors viceroys steward royal property com mander royal guard scribes treasurers judges market inspector along four groups aristocrats reign yazdegird ad saw expansion administrative organisation introduction military governor marzba n literally protector border innovation border provinces longer ruled princes acting like kings gover nors empire moreover divided four quarter kust controlled general spa hbed military aspect authority rad religion spatially administratively empire iran shahr divided provinces shahr provinces districts w e although khosrow ii r structure changed one thirty five administrative units state organisation remained centralised state power distributed several departments ı w n chancellery regis tration office sealing documents treasury imposing taxes administration office royal mat ters judicial departments offices religious mat ters extensive apparatus provided stability even critical moments king death succession according middle persian sources sassanid society restructured fifth century apparently follow ing avestan social theory avesta primary text collection zoroastrianism main sassanid religion
51,crossroads diversity50at time distinguishes three social strata priests warriors peasants sassanid society fourth group fact added namely craftsmen innovations religious administration well fifth century parallel title king kings sha ha n sha h office priest priests introduced religious office protector poor judge meant official protect interests destitute divine kayanid descent another sassanid innovation regards ideology legitimisation early sassanids claimed divine descent later dynasty members linked selves kayanids mythical dynasty known avesta new strategy appears end fourth century running parallel older one decades shapur iii r first king coins designated kay kayanids royal title traced descent back yazde gird ii r hand last sassa nid king claim divine descent coins end fifth century kawa r used kay title coins elsewhere claim kaya nid descent also points closer connection zoroastrianism sassanid state state religion islamic sources sassanid empire use word siblings define connection state ligion religion presented foundation king ship kingship defender faith search religious political concept sometimes interpreted late sassanid even early islamic development sources projected back onto early sassanid period already seen architecture ardashı r khwarrah city circular city aerial view city ardashı r khwarrah founded first sassanid king ardashı r r outline heralds later centralist state policy circular city three zones enclosing centre fire temple royal edifice lie close together
52,sassanid empire rise islam ad 800built first sassanid king unequivocally pro claimed concept religious minorities although sassanids well aware impor tance religious minorities empire way dealt non zoroastrians reveals neither sys tematic tolerance general intolerance massive repression religious minorities liberal stance towards interpreted products par ticular events especially reactions actions minorities yazdegird marriage daughter leader babylon jewish commu nity inclined support jews group settle isfahan iran reign christians enjoyed freedom well peace treaty byzantines christians even allowed bury dead ran contrary zoro astrian concepts purity first synod sassa nid territory held seleucia al mada iraq subsequently christian office even intro duced sassanid administration zoroastrian priests however put end christians freedom events consequences yazdegird succes sion upper classes blocked sons heritance several attempts bahra v r one younger sons could succeed first years reign fight hephthalites east border byzantines west peace constantinople established two years later sassanid christian com munity declared independence roman church egalitarian movement peace roman empire however unsta ble drought famine civil war succession con flicts came top wars constantinople hephthalites pe ro z r impose general tax made things even difficult subjects situation gave zoroastrian school zara dusht mazdak opportunity promote egali tarian views concerning distribution wealth well women agenda directed men court enjoyed immense riches well great har ems zara dusht mazdak doctrine led movement sassanid silver tableware luxury tableware sassanid period centres engraved stylised human animal figures silver diam cm c ad iran
53,crossroads diversity52sassanid motif coptic textile fragment egyptian textile fragment shows lion hunt images hunt ing parties running animals fashionable garments byzantine islamic period probably influenced motifs sassanid art linen wool x cm egypt ad included looting anarchy marking last dec ade fifth century first ones sixth first reign kawa took interest zara dusht mazdak doctrine using curb power nobles dethroned nonetheless dur ing second reign option oppos ing mazdakites future successor khosrow r drowned movement blood events make clear court nobles support needed prince able succeed throne kawa successor eldest son har boured mazdakite sympathies younger brother aristocracy trust massacre social innovations sassanid kings took various measures keep nobility political economic power check early sassanid period nobles social rank deter mined solely descent mid fifth cen tury however rank determined king whose decision took precedence nobleman actual descent royal power enabled khosrow favour lesser country nobles dehqa n new per sian mostly served tax collectors dehqa n class lived early islamic society contributed handing ancient cultural heritage islamic iran kawa attempted improve economic situation quell social unrest series measures restruc turing empire administrative organisation im plementing cadastral survey arable lands khosrow continued project earning reputation king applicable land tax determined de pending type produce wheat barley rice lucerne grapes dates olives crops tax exempt reaction mazdakite movement well christian ideals khosrow introduced office pro tector poor judge muslim rulers later decided keep sassanid empire cultural hub repeated conflicts east roman empire khosrow concluded fifty year peace treaty byzantines incidentally last ten years treaty included freedom religion christians sassanid empire zoroastrians byzan tine empire khosrow loved philosophy invited neo platonic philosophers realm offered home emperor justinian r closed school athens khosrow reign philosophical scientific literary texts trans lated sanskrit greek syriac middle per sian culture imported india included kalilag ud damnag middle persian collection animal fables india survives sixth century syr iac eighth century arabic translations game chess seems inspired persians turn invent backgammon games indian animal fables known panchatantra via sassanid empire found way europe lamic period western works romance alexander also translated middle persian un der sassanids text translated syriac turn early islamic period syriac version translated arabic whereas middle persian translation lost case well
54,sassanid empire rise islam ad 800sassanid ornaments vessels kind appear elite graves north alps late 6th century onward east ern mediterranean area probable place origin ornaments vase comparable sassanid vessels well egyptian fabrics copper h cm found germany ad khosrow triumphant opposed father khosrow son hurmizd iv r favoured citizens court nobles zoroastrian religious teachers rbed religious officials mowbed succeeded last sassanid king great imperial power khosrow ii r styled triumphant motto may make iran prosper printed coins gave performance aspect zoroastrianism boost fire temples constructed priests conduct rituals break sassanid relief art lasted c years khosrow ii depicted investiture relief biggest iwan rectangular hall open one side ta q e bosta n kermanshah iran flanked ahura mazda ana hita supreme zo ro astrian god important zoroastrian goddess khosrow represented bigger either deity standing higher pedestal ahura mazda gives royal ring tiara seventh century began last war sassanid byzantine superpowers sassanids con quered anatolia mesopotamia armenia finally may jerusalem khosrow triumphant killed countless christians burned churches took many prisoners including patriarch jerusalem founded fire temple jerusalem took holy cross persia gave fire temple dur gushnasp durba daga n whose ruins still ad mired takht e soleyma n near sanjan iran three years situation jerusalem christians gradually improved sassanids continued march west invaded egypt ethiopia libya tide war turned byzantines able retake armenia even reaching durba daga n could take back holy cross emperor heraclius r destroyed royal palace east bank tigris khosrow ii lost faith officers many executed imprisoned taken prisoner officers turn enthroned son kawa ii made kill father kawa ii r brief reign killed broth ers succeeded seven year old son crisis ensued men left royal family women took political leadership bu ra n r khosrow ii daughter kawa ii wife sister zarmı gdukht passed empire last king yazdegird iii r sassanids arabia islamic historiography attests sassanid presence arabian peninsula reign khosrow reached yemen sea certainly mid sixth century zoroastrian community influence southern arabia especially gulf aden sassanids aimed limit byzantine trade red sea khosrow ii
55,crossroads diversity54precious dish although superpowers often warred coopera tion norm sassanid byzantine empires sassanids sent diplomatic gifts neighbouring courts pre cious dish ended treasury st denis cathedral paris could well one glass cameo middle shows sassanid king gold precious stones glass diam cm c ad expanded sassanid control beyond persian gulf north east arabia including bahrain oman najd hejaz regions even part medina region time muhammad sassanid influence began wane second rightly guided caliph al khulafa ar rashidun umar r led successful campaigns sassanids conquering mesopotamia iraq sassanid capital ctesiphon khuzestan south west iran media north west iran finally azerbaijan north east iran umar expeditions made highly unpopular persians assassinated one successor uthman r made conquests including khorazan mainly modern afghanistan iran yazdegird iii made last stand murdered miller widespread resistance conquerors resulted repression conquests expanding islamic cali phate reign fourth caliph ali ibn abi talib r caliphate capital moved medina kufa iran power transfer well ali tendency deal subjects according ethnicity earned reputation justice among persians enabling win hearts predecessors conquered sword rise abbasids umayyad caliphs adopted sassanid administration system coin minting office vizier minister ı w n aforementioned departments various purposes set arabs ethnic groups ethnic inequality combined economic circumstances led new
56,sassanid empire rise islam ad 800cataphract cataphract type heavily armoured cavalry deployed number peoples eurasian steppe near east includ ing sassanids word deriv ing greek kataphrassein protect may also refer single armoured cavalryman roman army adopted cataphract like cav alry late 3rd 4th century cataphract thought influenced later european knights possibly via byzantine empire enactment sassanid cataphract rebellions massacres across iran iraq khorazan end umayyad reign even arabs iraq discontented sent envoy sisted zoroastrian buddhist dehqa n kho razan win support arabs settled beginning abbasid revolution spread khorazan nahavand ray iran euphrates region finally damas cus caliphate capital fate umayyad dynasty sealed abbasids moved capital iraq thereby enhancing importance persian culture development islamic civilisation elements sassanid state organisation umayyads tentatively adopted developed ab basids posi tion persians language much improved noted conquest territory mus lims necessarily entail inhabitants conver sion islam iranians conversion always forced upon knowledge islam goes back time muhammad credited zoroastrians yemen status people book like jews christians zoroastrians could keep religion paying higher general tax caliphs thus particular interest converting conversion process drawn several cen turies financial interest dehqa n decisive factor preferred paying higher tax remaining office tax collectors sassanid heritage year existence sassanid culture com bined iranian mesopotamian elements islam rose presented cultural heir ancient persia mesopotamia tradition dominion caliphs could hardly neglect therefore ascent islam arabian peninsula triumphant arrival sassanid iran establishment islamic em pire interpreted break western asia cultural political tradition also con tinuation long process islamic conquest persian world islamised time sassanid cultural heritage persianised islamic civili sation started flourish
57,crossroads diversity56al andalus early middle ages vicente salvatierra irene montilla torres period fifth eleventh century bears witness emergence europe many fea tures characterise following centuries two major characteristics period ethnic mo bility transfer beliefs knowledge cul tural elements east west north south complex fusion resulting laid foun dations human economic intellectual wealth across europe centuries follow iberian peninsula role process started part roman empire developed influence christianity new cultural codes imposed factors underlie interaction subsequent events among highlight islamic conquest ancient hispania became known al andalus historical process gan would differ events rest dieval europe late antiquity hispano roman germanic byzantine peoples tribes invaded roman empire set tled iberian peninsula fifth century ad onwards suebi visigoths even built independent states peninsula contrib uted significantly culture cultural stock mixed eastern influences result byzan tine occupation southern eastern coasts iberian peninsula year onwards jus tinian renovatio imperii visigothic column fragment octagonal column shaft late 5th early 6th century found la guardia jaén spain piece would part large mausoleum belong ing wealthy individual fami ly eight faces decorated half reliefs animals plant motifs including tree life represent tastes roman visigothic aristocracy southern iberia continuity close relations byzantine oriental world limestone h cm
58,al andalus early middle agesbeyond political military events time traditional position holds byzantine occupation made possible religious conflict arian visigoths catholic hispano romans conflict ended conversion catholicism reccared r gothic aristocracy third council toledo view rests upon approach based religion catholics supported byzantines arian monarchy consequently first arian king liuvigild r converted successor reccared would tried use religious unification strengthen monarchy inner divisive forces external danger byzantines south franks north use religion forge one common identity may also explain brutal persecution judaism recca red successors attempts achieve jews conversion worth remarking conflicts middle ages religious racial nature religious practice persecuted racial perse cution europe started late sixteenth century authors example ch wickham support dif ferent hypothesis argue byzantines settled peninsula thanks support southern eastern aristocracy well traders latter seem started activities mediterranean area c ad goods flowed towns least early seventh century may also explain byzantine influence arts carried influence peoples namely peoples network longobards seventh century marked complex crisis poor harvests pests plagues decimated popula tion seriously damaged trade mediterranean context visigoth kings managed expel byzantines peninsula end mediterranean arab empire expanding one factors helped trade recover even entirely different foundations bronze lamp spanish word oil lamp candil derives arabic qandil q u ı n l turn comes latin candela candle oil lamps common items al andalus households elsewhere normally made clay virtually undeco rated deluxe version well customary add salt oil make flame brighter bronze h cm 9th 10th cent jimena jaén spain
59,crossroads diversity58hispano visigoths arabs berbers emirate al andalus factor sets iberian peninsula apart rest europe islamic conquest early eighth century inflow new diverse peoples arabs syrians egyptians maghrebis social structures tribe state along new cultural artis tic influences meant reintroduction graeco roman components technological philosophical lost west east influx new traditions techniques artistic ten dencies developed umayyads syria seventh century remarked e manzano various cultural commercial stages identified following centuries eighth century least late seventh century commercial exchange rare due virtu ally permanent confrontation two groups invaders arabs berbers umayyad prince abd al rahman ibn muawiya seized power separated iberian peninsula arab empire governed abbasid caliphs taken umayyads baghdad later struggle continuously retain hegemony disrupted inflow gold central africa turn led shortage gold across western europe also forced al andalus frankish realm coin silver last quarter eighth early ninth century charlemagne started advance al andalus attack zaragoza conquest gerona barcelona according j signes military actions must triggered grow ing pressure pirates al andalus piracy appears alongside coastal trade developed move teri als produced large quantities additional evi dence small treasures retrieved peninsula con taining dirhams carolingian coins occasional idrisid e moroccan coin suggests trade contacts spread maghreb carolingian empire arrangement several centres power umayy ad emirate cordoba carolingian aachen papal rome capable creating sus tained large scale demand luxury goods must brought new life commercial relations slaves must merchandise high demand continuously worth mentioning one terms used slaves al andalus slav word slave fact derives possibly many sold carolingian rulers raids east middle ninth century major political chan ges took place across europe first stage caro lingian empire division coincides large scale transformation umayyad state al andalus emirs abd al rahman ii r muham mad r fostered urban development irri gated farmland supply towns transformation al became noticeable development material culture local handmade pottery replaced wheel thrown pottery produced large quantities large production relies availability distribution networks markets capable absorbing coins umayyad dirham carolingian coin dated silver archaeological site marroquíes bajos jaén spain part hoard concealed period insta bility presence carolingian coins shows trading connec tions limited elites case coins would melted reminted dirhams contrary must reached people di rectly circulated among
60,al andalus early middle agescaliphal capital composite order caliphal cap ital plant motif decoration clear example one characteristic elements umayy ad caliphal architecture al dalus ornamental language flects legitimation power many capitals type spread across territory controlled caliphate examples still found mosque cor doba madinat al zahra aljama mosque almería capitals appear made single production area concentrated cordoba ruling possibility local workshops across al andalus marble h cm 10th cent madinat al zahra ruins house army madinat al zahra built caliph abd al rahman iii madinat al zahra shining city vast fortified palace city built near cordoba spain capital al andalus city included cere monial reception halls mosques administrative government offices gardens mint work shops barracks residences baths water supplied roman aqueduct reformed purpose
