apm_code,data
6289,ptolemaic 2nd century bc h mm xw mm sarcophagus -200/-150 call nr apm06289 sarcophagus death cult human figure object stone stone sarcophagus without inscriptions plastic head future past robert lunsingh scheurleer p.60 pic.p.61 guide collections apm p.30 p.33 pic buhl sarc 39/ egypt eender en anders 118/no.250 guide egypt section fig 26/7 announcements association friends apm no.93 p.4 fig.1 egypt gift nile ra lunsingh scheurleer p.82 fig sculpture stone material egypt lower egypt egypt lower egypt allard pierson archaeological collection -200 -150 egyptian egyptian
7993,greek roman h mm x w mm altar column -332/395 call nr apm07993 altar column metal object votive horn altar columnar rectangular top plate `` horns '' cylindrical rectangular base base plate algemeene gids archäologische anzeiger bronze material egypt egypt allard pierson archaeological collection -332 egyptian egyptian
8846,ptolemaic h mm king 's bust -332/-30 call nr apm08846 king 's bust human figure object stone king 's bust nemes uraeus cat rm announcements ex oriente lux no.54 announcements vd vrienden vh allard pierson museum 114/115 afb.1 limestone material stone material egypt egypt allard pierson archaeological collection -332 -030 egyptian egyptian
7216,roman imperial age h mm x w mm serapis -27/400 call nr apm07216 serapis earthenware human figure object serapis sitting throne high back right hand rests cerberus left hand raised crown chiton cloak around legs left shoulder algemeene gids greek etruscan roman art guide apm afb72 announcements vd vereniging van vrienden vh apm kater- sibbes prel cat serapis mon n319 pottery material forms egypt egypt allard pierson archaeological collection -027 roman egyptian
7238,emperor age h mm horus harpocrates -27/400 call nr apm07238 horus harpocrates earthenware human figure object nude infant horus harpocrates sitting ground bald youth lock holds hands holding figurine harpocrates crown hand mouth whole profile basis announcements vd vereniging van vrienden vh apm p.3 algemeene gids pottery material shape egypt egypt allard pierson archaeological collection -027 roman egyptian
7272,emperor age h mm horus-harpocrates throne priests carry throne -27/400 call nr apm07272 horus-harpocrates throne priests carry throne pottery human figure group object seated horus-harpocrates short shirt large phallos jug left arm carried throne priests whole base remainder white slip traces red algemeene gids egypt gift nile ra lunsingh scheurleer fig communications association friends vh apm fig5 c. schrijvers-van battum pottery material shapes egypt egypt allard pierson archaeological collection -027 roman egyptian
13158,late time h mm xb mm stele magic -664/-332 call nr apm13158 stele magic object stone relief horusstele back bottom magical text gods front harpocrates snakes lion antelope scorpion crocodiles announcements society friends vh apm stone material egypt egypt allard pierson archaeological collection -664 -332 egyptian egyptian
7758,roman h mm x w mm serapstele thot hor call nr apm07758 serapstele thot hor object stone relief stele serapis enthroned thot ibis head horus falcon epro 50/no.312-pl.7 limestone material stone material egypt egypt allard pierson archaeological collection egyptian egyptian
7763,tiberius h mm xb mm stele tiberius call nr apm07763 stele tiberius object relief stone stele winged solar disc top register tiberius sacrifices maat mut chonsu lines introductory text lines text record repairs temple mut flood tiberius h. de meulenaere l'oeuvre architecturale de tibere thebes olp general guide babesch block cleopatra 's egypt exhibition brooklyn corpus antiquitatum aegyptiacarum guide fig bas relief stone material sandstone material egypt luxor egypt allard pierson archaeological collection egyptian egyptian
9369,ad 300-600 funerary stele stman call nr apm09369 funerary stele stman human figure object stone standing man high relief funerary stele dressed toga wreath left hand right hand bent front body bulletin l nr presumably egypt allard pierson archaeological collection egyptian coptic coptic
8517,roman h mm x w mm head man stele probably call nr apm08517 head man stele probably human figure object stone man 's head grave relief image announcements association friends vh apm announcements association friends vh apm announcements association friends vh apm limestone material egypt behnasa egypt behnasa allard pierson archaeological collection egyptian egyptian
7796,early coptic h mm x w mm capital pilaster call nr apm07796 capital pilaster architectural object stone pilaster capital sharp pointed akanthus leaves v-volutes general guide petrie roman ehnasya 15/ pl.lxxi limestone material sculpture stone material egypt ehnasya heracleopolis magna egypt allard pierson archaeological collection egyptian greek egyptian coptic
14232,200-300 ad h mm x w mm mummy portrait woman call nr apm14232 mummy portrait woman object organic mummy mummy portrait mummy portrait woman van rome roman allard pierson museum serie vol zwolle cover parlasca mumienporträts no.60 sotheby 's london 6-7-1922 no.632 macgregor collection announcements vd vereniging van vrienden vh apm p.24 72-73 p.37 wood material encaust egypt egypt allard pierson archaeological collection egyptian roman egyptian roman
7860,100-0 bc h mm head man portrait -100/-1 call nr apm07860 head man portrait human figure object stone head man portrait close attachment hair egypt gift nile ra lunsingh scheurleer fig pic.50 mnemosyne p.255 selected pieces apm pl.55 vbissing denkmaeler pl.107b sc ponger katalog der griechischen und römischen skulptur im allard pierson museum amsterdam .37 basalt material sculpture stone material egypt karnak presumed egypt karnak presumed allard pierson archaeological collection -100 egyptian roman egyptian roman roman
7861,300-200 bc h mm head man portrait -300/-200 call nr apm07861 head man portrait human figure object stone head older man bags eyes mustache beard indicated incision skull bald hairline indicates grinding away original hair priest probably sc ponger katalog der griechischen und römischen skulptur im allard pierson museum amsterdam no.79 p.38 drerup aeg bildnisköpfe p.13 no.37 guide department egypt p.71 no.6 mnemosyne p.255 announcements association friends vh apm p.20 pict.1 moormann basalt material sculpture stone material egypt karnak presumably egypt allard pierson archaeological collection -300 -200 egyptian greek egyptian greek roman
9353,coptic later h mm xd mm reclining lion call nr apm09353 reclining lion animal figure object stone reclining lion plateau head frontal quarter turn left notices vd vereniging van vrienden vh apm p.14 vhaarlem egypt gift vd nijl ra lunsingh scheurleer pict announcements vd vereniging van vrienden vh apm 72/73 announcements vd vereniging van vrienden vh apm rals limestone material sculpture egypt behnasa egypt behnasa allard pierson archaeological collection egyptian coptic
7874,0-100 ad h mm canoe call nr apm07874 canoe human figure votive object stone canoe vase shape canopus head egyptian style reliefs body box oedjat eye isis horus standing left right box birds double serpent winged scarab foot shape wreath guide collections apm fig rome roman allard pierson museum serie dl zwolle p.104 links largest algemeene gids vbissing bulletin soc.arch.d 'alex.1929 p.39 sc ponger katalog der griechischen und römischen skulptur im allard pierson museum amsterdam no.92 p.45 litt moormann sculpture aps coll p.192/3 no.259 pl.191a-d marble material sculpture egypt canopus presumably egypt canopus presumably allard pierson archaeological collection egyptian egyptian late
7803,roman h mm x w mm votive stele man military -30/395 call nr apm07803 votive stele man military object relief stone stele man cape staff axe algemeene gids von bissing denkmaeler n.8 vbissing denkmäler anm.8 cat emperors a/d nile leuven apm limestone material stone material egypt thebes egypt thebes allard pierson archaeological collection -030 egyptian roman egyptian roman
7766,roman h mm x w mm relief fragment isis lactans horus call nr apm07766 relief fragment isis lactans horus object relief stone upper body isis lactans horus child lap seated chapel papyrus column hathor 's capital frieze winged solar disc double crown presented right cat keizers a/d nile leuven apm egypt gift vd nijl ra lunsingh scheurleer p.100 fig algemeene gids tran tam tinh epro 16/ pl.9 vbissing acor fig.9 marble material stone material high relief egypt alexandria egypt alexandria allard pierson archaeological collection egyptian egyptian
7757,greek roman later h mm x w mm tithoës-bes relief -100 call nr apm07757 tithoës-bes relief object relief stone relief lion god tithoës tutu armed berry egypt gift nile ra lunsingh scheurleer 172/fig.146 cat emperors a/d nile leuven apm corpus antiquitatum aegyptiacarum guide egypt section pic stone material egypt egypt allard pierson archaeological collection -100 egyptian egyptian
7974,0-100 ad h mm isis standing harpokrates call nr apm07974 isis standing harpokrates human figure metal object standing isis high feather crown disc left hand lotus flower sits little harpokrates pleated robe knotted isis loop golvan mantle antique pedestal stucco arms deployed brown patina egypt gift nile ra lunsingh scheurleer pict.135 hc van gulik catalog bronzes allard pierson museum amsterdam p.46 no.59 cat emperors a/d nile leuven apm p.79 guide apm collections p.38 p.56 p.57 fig guide apm collections fig rome roman allard pierson museum series dl zwolle p.101 bronze material casting egypt egypt allard pierson archaeological collection egyptian egyptian hellenistic
7761,roman h mm x w mm relief emperor -30/395 call nr apm07761 relief emperor object stone relief roman emperor pharaoh symbolically offers piece land probably ptah part building block algemeene gids cat keizers a/d nile leuven apm .13 bas relief stone material sandstone material egypt egypt allard pierson archaeological collection -030 egyptian egyptian
8188,roman h mm x w mm harpokrates stele call nr apm08188 harpokrates stele object relief stone stele harpokrates lying couch chiton cup hand funerary items bed rome roman allard pierson museum serie vol zwolle p.81 announcements vd vereniging van vrienden vh apm p.15 zeitschrift für papyrologie und epigraphik n. keizers a/d nile tent tongeren-amsterdam leuven p.217 cat limestone material stone material egypt terenuthis egypt terenuthis allard pierson archaeological collection egyptian egyptian
6286,modern mummy portrait call nr apm06286 mummy portrait plaster human figure object mummy portrait stucco material egypt presumed egypt presumed allard pierson archaeological collection egyptian egyptian
12995,coptic later h mm x w mm jug menas- call nr apm12995 jug menas- earthenware object vessel menas ampoule egypt gift nile ra lunsingh scheurleer 197/fig.174 pottery material egypt abu mena egypt abu mena allard pierson archaeological collection egyptian egyptian
14513,h mm x w mm menas vial call nr apm14513 menas vial pottery object vessel menas vial pottery material roman empire roman empire allard pierson archaeological collection egyptian coptic
16750,tenth century ad h mm x w mm text call nr apm16750 text object organic papyrus magical papyrus written someone bereft beloved two angels asks drive away evil spirit bottom left magic cross man christus-bes figure ap announcements p23 fig.4 bulletin vd vereniging van vrienden vh apm 72-73 22- fig cat copts catalogue papyrus material egypt unknown egypt allard pierson archaeological collection egyptian coptic egyptian coptic
14510,h mm x w mm censer call nr apm14510 censer metal object vessel bronze censer image life christ suspension chains bell-shaped pendant decorated metal beads l necklaces cm bronze material roman empire roman empire allard pierson archaeological collection egyptian coptic coptic
8189,coptic later h mm x w mm grave relief call nr apm08189 grave relief object stone relief︠ semicircular grave relief cross greek inscription zeitschrift für papyrologie und epigraphik n. limestone material stone material egypt egypt allard pierson archaeological collection egyptian egyptian
16385,fourth-seventh century ad h mm x w mm clothing children 's tunic note sizes see catalogue call nr apm16385 clothing children 's tunic object organic textile children 's tunic hood made natural linen wool green red blue-green purple four types ornaments appliques clavi shapes depicting geometric figures plants appliques split stem stylized flower palmette shape appliques b stylized plant shape appliques c stylized plant shape presumably appliques greek amphora three-lobed stemmed vine leaves hanging ornamental pieces sewn applique basic fabric vg p. du bourguet musée national du louvre catalog des étoffes coptes h183 children 's hooded tunics ac lopes cardozo ce zijderveld coptic fabrics hague cat vg.ap06108 ap16384 children 's tunics base fabric warp natural linen material linen wool material weaving base fabric weft natural linen wool red material decorative piece b shoulders plain weave rep weave gobelin technique tapestry fabric techniques applique threads per warp cm threads per weft cm remarks rep weave warp threads base fabric plain weave techniques fringe hood sewing threads per warp cm threads per weft cm remarks warp runs top bottom sleeves turned hood sewn neck base fabric yarns decorations spun z twisted respectively decorative piece four types decorations decorative pieces warp natural linen material decorative piece c front back clavi plain weave rep weave gobelin technique tapestry fabric techniques applique threads per warp cm threads per weft cm remarks rep weave warp threads decorative piece front back plain weave reps weave gobelin technique tapestry fabric techniques applique threads per warp cm threads per weft cm remarks rep weave warp threads decorative pieces weft natural linen wool green red teal purple material decorative piece hood plain weave rep weave gobelin technique tapestry fabric techniques applique threads per warp cm threads per weft cm remarks rep weave warp threads egypt achmim probably egypt allard pierson archaeological collection egyptian coptic egyptian coptic
