apm_code,data
09114,"Ramses IV, h 317 (mm) xb 213 (mm), stele, -1153/-1147, Call Nr:APM09114, stele, object, relief, stone, stele of Ramses-Seth-her-wenemef, donor of Ramses IV Names and titles in 7 columns at the top, the deceased in a long, pleated robe offering an incense burner to Ptah, Cat Beautés d'Egypte, Treignes 2002, no 22, Guide, fig 4, PM I, 2 ( 1964) , 776, vd Vliet, Announcements vd Vereniging van Vrienden vh APM Sjemsjoethot 5, 5 (1974) , 4, Announcements vd Vereniging van Vrienden vh APM 43 (1988) , 36, v. Haarlem HaeB 12 (1981) , 67, v. Haarlem, Announcements vd Vereniging van Vrienden vh APM 11 (1976) , 2, bas relief, limestone material, Egypt; Medinet Habu, Egypt, Allard Pierson Archaeological Collection, -1153, -1147, Egyptian Egyptian,"
08875,"h 105 (mm) x w 65 (mm), ostracon, Call Nr:APM08875, ostracon, object, writing, stone, ostracon; chunk of stone with letters in red and black ink, limestone material, stone material, Egypt, Egypt , Allard Pierson Archaeological Collection, Egyptian Egyptian, "
01676,"Third Intermediate Period Dynasty 21, h 073 (mm), shawabti, -900, Call Nr:APM01676, shawabti, human figure, metal, object, shawabti Akheperre of Psousennes I, Ombres d'Égypte, Cat. Musée du Malgré-Tout , Treignes (B) 1999, cat.216, pic.p.143, Announcements from the Friends of Allard Pierson Museum 116 (2017) 2-4, pict. pl LXIII, Announcements from Friends vh Allard Pierson Museum, 94 (2007) 4, fig.1, Corpus Antiquitatum Aegyptiacarum (WvHaarlem)1986, 1, 69, Announcements from Friends vh Allard Pierson Museum 35(1985) p.14, bronze material, casting, Egypt; Tanis, Egypt, Allard Pierson Archaeological Collection, -900, Egyptian Egyptian,"
16500,"21st dynasty, 1075 -945 BC, h 1800 (mm) xw 570 (mm) xd 510 (mm), sarcophagus, -1075/-945, Call Nr:APM16500, sarcophagus, mortuary, object, organic, sarcophagus van Amun-priest The mummy coffin is painted on the inside and outside with gods and hieroglyphic texts., Allard Pierson Announcements 101/102 (2010) p.5, afb. 6-11, fig.1a-f, 3a/b, 4a/b, 5,6, pl.II, IIIa/b (inside back cover, pl. IV (outside back cover), wood, stucco material, woodworking, painting, Egypt; Luxor, Egypt; Thebes, Allard Pierson Archaeological Collection, -1075, -945, Egyptian Egyptian,"
09223,"late Ptolemaic or later, h 300 (mm) xd 1940 (mm), book of the dead, fragment, -150, Call Nr:APM09223, book of the dead, fragment, object, organic, writing, fragment of book of the dead on papyrus; book of the dead of Somtus , sketch designer of the Temple of Amun, Announcements from the Association of Friends vh APM 44, Fig. 34, Allard Pierson Announcements 109 (2014) pp.6-8, Fig.1-4, p.27, Fig.3, Egypt Eender en Anders, p.135, no. 306, Guide for the Egypt section, 1986, , pic. .3, Phoenix 25, 1 (1979) p.31, Egypt, gift vd Nile, RA Lunsingh Scheurleer, 1992 33, fig. 12, Announcements from the Association of Friends vh APM 77 p.7, fig. 12, papyrus material, Egypt; Thebes, Egypt; Thebes, Allard Pierson Archaeological Collection, -150, Egyptian Egyptian, Hieratic,"
08811,"New Kingdom (presumably), h 263 (mm) x w 71 (mm), shawabti, -1550/-1075, Call Nr:APM08811, shawabti, figure (human), object, stone, shawabti of the reading priest Kaheri; Cl VB1 W4b H4 I0 B0 Tp1c/V.IIIA, Corpus Antiquitatum Aegyptiacarum II, 11, Egypt, Eender en Anders no. 30, p.32 fig. 25, Egypt, gift vd Nile, RA Lunsingh Scheurleer, 1992 59, fig. 35, limestone material, Egypt, Egypt, Allard Pierson Archaeological Collection, -1550, -1075, Egyptian Egyptian,"
13283,"h 60 (mm), shawabti, 12x, Call Nr:APM13283, shawabti, 12x, earthenware, figure (human), object, 12 shawabtis, light green, faience material, Egypt, Egypt, Allard Pierson Archaeological Collection, Egyptian Egyptian ,"
00391,"Late Time, h 193 (mm) x w 35 (mm), Neith standing, -664/-332, Call Nr:APM00391, Neith standing, human figure, god, metal, object, standing Neith in long close-fitting robe, with high crown, staff in left hand, eyes and collar inlaid with silver (oorspr. ), under rectangular base a heavy dove, green patina, Cat. Keizers a/d Nile (Leuven 1999) (APM 2000) no. 200, Algemeene Gids 73 , Allard Pierson Announcements 104 (2011) p9, pic.2, Catalog Scheurleer 1909 no. 48, Egypt, gift vd Nijl, RA Lunsingh Scheurleer, 1992 p.102, fig. 68, bronze material, casting, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, -332, Egyptian Egyptian, Late Period,"
08065,"600-500 BC, h 85 (mm), aryballos, woman's head, -600/-500, Call Nr:APM08065, aryballos, woman's head, pottery, object, vessel, plastic aryballos; torso in shape of woman's head , details painted in black: big eyes, long hair, long earrings, vg. Maximowa, Vases plastiques, CVA NL 12, Amsterdam 6 (2009)(F.Songu), p.34, pl.321.2-5, earthenware material, Egypt, Egypt; Naukratis (presumably), Allard Pierson Archaeological Collection, -600, -500, Greek, Eastern Greek Greek, "
13292,"d 21 (mm), Horus eye, oedjat-, Call Nr:APM13292, Horus eye, udjat-, pottery, amulet, object, Horus eye, amulet; sphere, blue, faience material, Egypt, Egypt , Allard Pierson Archaeological Collection, Egyptian Egyptian, "
07774,"Late Period, Saitic Dynasty 26, h 266 (mm) x w 755 (mm), relief, lotus processing, -664/-525, Call Nr:APM07774, relief, lotus processing, object, relief, stone, relief: from right to left: the picking of lotuses, the pressing thereof, the pouring and the accompanying song and dance by women, respectively, with accompanying hieroglyphic texts. 3, Algemeene Gids 38, Egypt, Eender en Anders 75/143, Future for the Past, Robert Lunsingh Scheurleer, 2009, p.50, afb.p.51, v. Bissing, BABesch 4 ( 1929) , 9/2, v. Bissing, Denkmaeler, 101/2 (13), Klebs, Die Reliefs und Malereien des Neuen Reiches I (1934) , 180 n.2, limestone material, stone material, high relief, Egypt; Mit-Rahineh, Egypt; Mit- Rahine, Allard Pierson Archaeological Collection, -664, -525, Egyptian Egyptian,"
12760,"h 39 (mm), amulet, Taweris, Call Nr:APM12760, amulet, Taweris, pottery, figure (human), object, Taweris amulet, faience material, Egypt, Egypt, Allard Pierson Archaeological Collection, Egyptian Egyptian, "
04307,"Late Time Saitic dynasty 26 or later, h 043 (mm), baboon, amulet, -664/-525, Call Nr:APM04307, baboon, amulet, pottery, animal figure, amulet, object, amulet; sitting baboon with on cup solar disc between horns; green, faience material, shape, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, -525, Egyptian Egyptian,"
15326,"late time, h 077 (mm) xl 039 (mm) xb 12 (mm), Isis amulet, Call Nr:APM15326, Isis amulet, pottery, amulet, human figure, myth, object, amulet: Isis with Horus on her lap , Isis lactans; light green, finely worked, Announcements of the Association of Friends vh APM 83 (2002) 11 pic.15, faience material, Egypt, Allard Pierson Archaeological Collection, egyptian egyptian, "
12977,"Late Time, h 40 (mm) x w 30 (mm), Apis Bull, -664/-332, Call Nr:APM12977, Apis Bull, animal, metal, object, bronze walking Apis Bull< with crown, open between legs, Egypt , gift vd Nile, RA Lunsingh Scheurleer, 1992 117/Fig.81, bronze material, casting, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, -332, Egyptian Egyptian,"
09475,"Late Time Saitic dynasty 26 or later, h 145 (mm) x w 41 (mm), shawabti, -664, Call Nr:APM09475, shawabti, pottery, figure (human), object, shawabti of Tjaneheb; Cl. XIA1 W36 H5 I8 B26b Tp3b/V. VIIA, Corpus Antiquitatum Aegyptiacarum II, 200, faience material, shape, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, Egyptian Egyptian,"
09492,"Late Saite Dynasty 26, h 152 (mm) x w 38 (mm), shawabti, -664/-525, Call Nr:APM09492, shawabti, pottery, figure (human), object, shawabti of Wahibre; Cl. XIA1 W36 H4 I8 B26a Tp7c/P, Corpus Antiquitatum Aegyptiacarum II, 216, faience material, mold, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, -525, Egyptian Egyptian,"
09502,"Late Time Saitic Dynasty 26, h 187 (mm) x w 46 (mm), shawabti, -664/-525, Call Nr:APM09502, shawabti, pottery, figure (human), object, shawabti of Psamtik; Cl. XIA12 W36 H4 I8 B26a Tp3b/V.VIAA, Notices from the Society of Friends vh APM 15, 3, faience material, shape, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, -525, Egyptian Egyptian, "
08562,"d 350 (mm), fish mummy, Call Nr:APM08562, fish mummy, object, organic, votive, Nile perch fish mummy in swaddling clothes; painting: circles in front of eyes, dark band behind head and in front of tail, Announcements vd Vereniging van Vrienden vh APM 18, animal material, mummyfication, textile material, Egypt, Egypt, Allard Pierson Archaeological Collection, Egyptian Egyptian,"
08563,"d 460 (mm), fish mummy, Call Nr:APM08563, fish mummy, object, organic, votive, Nile perch fish mummy in swaddling clothes; painting: circles in front of eyes, dark band behind head and in front of tail, animal material, mummyfication, textile material , Egypt, Egypt, Allard Pierson Archaeological Collection, Egyptian Egyptian, "
08417,"Late Time, h 280 (mm) x w 45 (mm), Shape type unknown, -664/-332, Call Nr:APM08417, Shape type unknown, object, organic, votive, mummified fish (Nile perch (presumed) ), Egypt , Same and Different 126/266, Linen Material, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, -332, Egyptian Egyptian,"
08831,"Late Saitian dynasty 26, h 175 (mm), cat, sitting, -664/-525, Call Nr:APM08831, cat, sitting, animal figure, metal, object, sitting cat, Bastet; in eye remnant gold leaf, A guide to the collections of APM 2002, p.38, p.43 Fig. 35, Cat Tent 1931, No. 396, Cat v. Leer, 1936/1957, No. 39, Egypt, Eender en Anders, p.35, 39, Guide for the Egypt section, 1986, , fig. 56, Announcements from the Association of Friends vh APM 89(2004)p.8 fig.3a-b, Egypt, gift from the Nile, RA Lunsingh Scheurleer, 1992 122 Fig. 85, bronze material, casting, Egypt; Bubastis (presumably), Egypt; Bubastis (presumably), Allard Pierson Archaeological Collection, -664, -525, Egyptian Egyptian,"
00020,"Ptolemaic, 332-30 BC, h 790 (mm), papyrus case, Osiris, -332/-30, Call Nr:APM00020, papyrus case, Osiris, human figure, writing, worship, object, organic, papyrus case in the form of god: Osiris Ptah and Sokaris combined. Hollow statue, mummy-shaped with feather crown, wig, breast ornament, face gilded, text. The hollow in the statue was intended for a book of the dead, A guide to the collections of APM 2002, p.30, p .42, p.35 fig. 27, Announcements from the Association of Friends vh APM 44 (1988) 12, fig. 24, Corpus Antiquitatum Aegyptiacarum 1986, 1, 80, Egypt, Eender en Anders (1983) p.134, 305, Guide to the Egypt section, 1986 page III, Allard Pierson Announcements 101/102 (2010) p.13, pic.1, Hermeneus 86-4 2014 nr.4 p.172/3, pic.4 (G.Jurriaans- Helle), Future for the Past, Robert Lunsingh Scheurleer, 2009, p.48, pic.p.49, Egypt, gift from the Nile, RA Lunsingh Scheurleer, 1992, p.62, pic. 39, wood with stucco material, Egypt , Egypt, Allard Pierson Archaeological Collection, -332, -030, Egyptian Egyptian,"
08837,"Late Time, h 180 (mm), king, kneeling, -664/-332, Call Nr:APM08837, king, kneeling, metal, object, votive, kneeling pharaoh with nemes and loincloth in worshiping position, Announcements vd Vereniging van Vrienden vh APM 44, Fig. 30, Cat. RM '31, No. 468, Legrain, Coll. H. Hoffmann (1894) , Pl.37/No.468, Announcements Ex Oriente Lux 12, No.45, Egypt , gift vd Nile, RA Lunsingh Scheurleer, 1992 97 fig. 62, bronze material, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, -332, Egyptian Egyptian,"
13219,"h 13 (mm) x w 23 (mm), neck support, Call Nr:APM13219, neck support, amulet, object, stone, neck support, white limestone, limestone material, stone material, Egypt, Egypt, Allard Pierson Archaeological Collection, Egyptian Egyptian,"
08795,"Ptolemaic, 3rd century BC, h 440 (mm) x w 240 (mm), Sechmet, building block, -283/-245, Call Nr:APM08795, Sechmet, building block, object, stone, relief, construction, building block from temple at Dendera with sunken relief of standing goddess Sechmet to the right, with lion's head, with red oval sun disc with uraeus on head, staff in left hand and Ankh in right hand; remains of painting; hieroglyphs, Future for the Past, Robert Lunsingh Scheurleer, 2009, p .54, pic.p.55, A Guide to the Collections of APM 2002, p.50, p.51 pic. 41, AP Announcements 104 (2011) p5, pic.5, Allard Pierson Announcements 104 (2011) p4, pic 5, Cat.v.Leer 1936/1957 no.7, Guide for the Egypt section, 1986, p.28, pict. Corpus Antiquitatum Aegyptiacarum 1986, 1, 51 (WvHaarlem), Announcements from the Association of Friends of the APM nr.93 (2006)p.10,fig.1,pl.III(inside back cover), Egypt, gift vd Nijl, RA Lunsingh Scheurleer, 1992 103 fig. 70, limestone material, relief, Egypt; Dendera, Egypt; Dendera, Allard Pierson Archaeological Collection, -283, -245, Egyptian Egyptian, Ptolemaic,"
08796,"Ptolemaic, h 440 (mm) x w 400 (mm), building block, -284/-246, Call Nr:APM08796, building block, object, stone; relief, construction, recessed relief on 2 adjacent building blocks, suitable for 8795, of the temple at Dendera; on the left the god Ptah with staff, on the right Ptolemy II Philadelphus offering Ptah a statue of Ma-at; text hieroglyphs; remainder red painting, Corpus Antiquitatum Aegyptiacarum 1986, 1, 51 (WvHaarlem), Allard Pierson Announcements 104 (2011 ) p4, Fig. 5, Catalog v.Leer 1936/1957 No. 8, Guide for the Egypt section, 1986, p.28, Fig. 11, Exhibition catalog 1931 No. 248, Communications from the Association of Friends vh APM 44 , pic. 29, Announcements from the Association of Friends of the APM nr.93 (2006)p.10,pic.1;pl.III (inside back cover), Future for the Past, Robert Lunsingh Scheurleer, 2009, p.54 , pic.p.55, A guide to the collections of APM 2002, 50, 51, pic. 41, Egypt, gift from the Nile, RA Lunsingh Scheurleer, 1992 103 pic. 70, limestone material, relief, stone material, Egypt; Dendera, Egypt; Dendera, Allard Pierson Archaeological Collection, -284, -246, Egyptian Egyptian, Ptolemaic,"
07126,"Late Period dynasty 26-30 or later, h 132 (mm) x w 75 (mm), pharaoh's head, model, -664, Call Nr:APM07126, pharaoh's head, model, plaster; human figure, object, pharaoh's head without associated headgear, British Museum NH 16, 1 ff., Varga: Bull. du Musée Hongrois, 16, 1960, p.1-20, cast, plaster material, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, Egyptian Egyptian,"
07772,"Ptolemaic, h 515 (mm) x w 280 (mm), relief, Ptolemy, -332/-30, Call Nr:APM07772, relief, Ptolemy, object, stone; relief, right, a Ptolemy offers a statuette of Maat to the lion-god Miysis, crowned with a solar disc and uraeus, and standing on a pedestal. Between them in an offering table. Above a winged solar disc with 2 uraei, on either side wax rods., AcOr 8 (1930) , 220, Algemeene Gids 39, BABesch II, 2 (1927) , 10, BIFAO 30 (1931) , 631, Chronique d'Egypte 82 (2007)77-99, Guide to the Egypt Section, 1986, 24, RecTrav 28 (1906) , 23Mon.Piot 25 ( 1921) , 372, Egypt, gift vd Nile, RA Lunsingh Scheurleer, 1992 fig.129, Cat. ""Aegypten, ""Die letzten Pharaonen"", nr. 26 (1902) , 453, Announcements vd Vereniging van Vrienden vh APM 77 p.12, fig.26, bas relief, limestone material, stone material, Egypt Leontopolis, Egypt Leontopolis, Allard Pierson Archaeological Collection, -332, -030, Egyptian Egyptian,"
06289,"Ptolemaic, 2nd century BC, h 1740 (mm) xw 590 (mm), sarcophagus, -200/-150, Call Nr:APM06289, sarcophagus, death cult, human figure, object, stone, stone sarcophagus without inscriptions, with plastic head, Future for the Past, Robert Lunsingh Scheurleer, 2009, p.60, pic.p.61, A guide to the collections of APM 2002, p.30, p.33 pic. 26, Buhl, Sarc. 39/ 213, Egypt, Eender en Anders 118/No.250, Guide to the Egypt Section, 1986, Fig. 26/7, Announcements from the Association of Friends of the APM No.93 (2006) p.4, Fig.1, Egypt, Gift of the Nile, RA Lunsingh Scheurleer, 1992 p.82, fig. 53, sculpture, stone material, Egypt; Lower Egypt, Egypt; Lower Egypt, Allard Pierson Archaeological Collection, -200, -150, Egyptian Egyptian,"
07993,"Greek Roman, h 155 (mm) x w 56 (mm), altar, column, -332/395, Call Nr:APM07993, altar, column, metal, object, votive, horn altar; columnar, with rectangular top plate on which 4 ""horns"", cylindrical on rectangular base on base plate, Algemeene Gids 648, Archäologische Anzeiger 1903, 148, bronze material, Egypt, Egypt, Allard Pierson Archaeological Collection, -332, 0395, Egyptian Egyptian, "
08846,"Ptolemaic, h 170 (mm), king's bust, -332/-30, Call Nr:APM08846, king's bust, human figure, object, stone, king's bust with nemes and uraeus, Cat. RM 1931, no. 320, Announcements Ex Oriente Lux 12, no.54, Announcements vd Vrienden vh Allard Pierson Museum 114/115 (2017) 14, afb.1, limestone material, stone material, Egypt, Egypt, Allard Pierson Archaeological Collection, -332, -030, Egyptian Egyptian, "
07216,"Roman Imperial Age, h 170 (mm) x w 085 (mm), Serapis, -27/400, Call Nr:APM07216, Serapis, earthenware; human figure, object, Serapis sitting on throne, high back, right hand rests on Cerberus, left hand raised, with crown, chiton, cloak around legs and over left shoulder, Algemeene Gids 424, Greek, Etruscan and Roman art, guide APM 1984 , 91, afb72, Announcements vd Vereniging van Vrienden vh APM, 4 1972, 3, Kater- Sibbes, Prel Cat or Serapis Mon 1973, 53 n319, pottery material, forms, Egypt, Egypt, Allard Pierson Archaeological Collection, -027, 0400, Roman Egyptian,"
07238,"Emperor Age, h 125 (mm), Horus Harpocrates, -27/400, Call Nr:APM07238, Horus Harpocrates, earthenware; human figure, object, nude infant Horus, Harpocrates, sitting on the ground, bald, youth lock, holds with 2 hands holding figurine of Harpocrates with crown and hand to mouth, the whole on profile basis, Announcements vd Vereniging van Vrienden vh APM, 4 (1972) p.3, Algemeene Gids 428, pottery material, shape, Egypt, Egypt, Allard Pierson Archaeological Collection , -027, 0400, Roman Egyptian, "
07272,"Emperor Age, h 172 (mm), Horus-Harpocrates on throne, priests carry throne, -27/400, Call Nr:APM07272, Horus-Harpocrates on throne, priests carry throne, pottery; human figure, group, object, seated Horus-Harpocrates, short shirt, large phallos, jug under left arm, carried on throne by 2 priests, the whole on base; remainder white slip, traces red, Algemeene Gids 429, Egypt, gift from the Nile, RA Lunsingh Scheurleer, 1992 168, Fig. 139, Communications of the Association of Friends vh APM 9 1974, 7, Fig5 (C. Schrijvers-van Battum), pottery material, shapes, Egypt, Egypt, Allard Pierson Archaeological Collection, -027, 0400, Roman Egyptian, "
13158,"Late Time, h 115 (mm) xb 64 (mm), stele, magic -, -664/-332, Call Nr:APM13158, stele, magic -, object, stone, relief, Horusstele with back and bottom magical text (above which some gods); on the front Harpocrates with snakes, lion, antelope, scorpion and crocodiles, Announcements of the Society of Friends vh APM 61, stone material, Egypt, Egypt, Allard Pierson Archaeological Collection, -664, -332, Egyptian Egyptian ,"
07758,"Roman, h 335 (mm) x w 250 (mm), Serapstele, Thot,Hor, 0100, 0200, Call Nr:APM07758, Serapstele, Thot,Hor, object, stone, relief, stele with Serapis enthroned , Thot with the Ibis head and a Horus Falcon between them, EPRO 36, 50/No.312-Pl.7, limestone material, stone material, Egypt, Egypt, Allard Pierson Archaeological Collection, 0200, 0100, Egyptian Egyptian,"
07763,"Tiberius, h 663 (mm) xb 44 (mm), stele, Tiberius, 0037, 0014, Call Nr:APM07763, stele, Tiberius, object, relief, stone, stele; winged solar disc at the top; register below: Tiberius sacrifices Maat to Mut and Chonsu, 11 lines of introductory text above, the 7 lines of text below record repairs to the Temple of Mut, after a flood, by Tiberius, H. de Meulenaere, l'Oeuvre Architecturale de Tibere a Thebes, OLP 9 ( 1978) , 69, General Guide 42, BABesch 4, 2 (1929) , 6 (Block), Cleopatra's Egypt, exhibition Brooklyn, 21, Corpus Antiquitatum Aegyptiacarum I, 60, Guide fig. 6, bas relief, stone material, sandstone material, Egypt; Luxor, Egypt, Allard Pierson Archaeological Collection, 0037, 0014, Egyptian Egyptian,"
09369,"AD 300-600, funerary stele, stman, 0300, 0600, Call Nr:APM09369, funerary stele, stman, human figure, object, stone, standing man in high relief of funerary stele, dressed in toga and with wreath in left hand; right hand bent in front of body, Bulletin L, nr. )(presumably), Egypt, Allard Pierson Archaeological Collection, 0600, 0300, Egyptian Coptic, Coptic, "
08517,"Roman, h 285 (mm) x w 150 (mm), head man, stele (probably), 0300, 0500, Call Nr:APM08517, head man, stele (probably), human figure, object, stone, man's head grave relief image, Announcements from the Association of Friends vh APM 31 (1984) 15, Announcements from the Association of Friends vh APM 1 (1970) 6, Announcements from the Association of Friends vh APM 41 (1987) 13, limestone material, Egypt; Behnasa, Egypt; Behnasa, Allard Pierson Archaeological Collection, 0500, 0300, Egyptian Egyptian,"
07796,"early Coptic, h 183 (mm) x w 255 (mm), capital, pilaster, 0300, 0500, Call Nr:APM07796, capital, pilaster, architectural, object, stone, pilaster capital; sharp pointed akanthus leaves; V-volutes , General Guide 941, Petrie, Roman Ehnasya, 15/ pl.LXXI, 13, limestone material, sculpture, stone material, Egypt: Ehnasya (Heracleopolis Magna), Egypt, Allard Pierson Archaeological Collection, 0500, 0300, Egyptian Greek Egyptian; , coptic, "
14232,"200-300 AD, h 356 (mm) x w 198 (mm), mummy portrait, woman, 0200, 0300, Call Nr:APM14232, mummy portrait, woman, object, organic, mummy, mummy portrait, mummy portrait woman, Van Rome after Roman, Allard Pierson Museum Serie vol. 5, Zwolle 2014, cover, Parlasca, Mumienporträts (1966) 100, no.60, Sotheby's London 6-7-1922, 81, no.632 (MacGregor collection), Announcements vd Vereniging van Vrienden vh APM 74 p.24; 72-73 p.37 no. 23, wood material, encaust, Egypt, Egypt, Allard Pierson Archaeological Collection, 0300, 0200, Egyptian Roman Egyptian; Roman,"
07860,"100-0 BC, h 185 (mm), head of man, portrait, -100/-1, Call Nr:APM07860, head of man, portrait, human figure, object, stone, head of man, portrait, close attachment hair, Egypt, gift from the Nile, RA Lunsingh Scheurleer, 1992 162, fig. 71 pic.50, Mnemosyne 1939 p.255, Selected Pieces, APM 1976, pl.55, vBissing, Denkmaeler, pl.107b, SC Ponger, Katalog der griechischen und römischen Skulptur im Allard Pierson Museum, Amsterdam 1942, no. .37, basalt material, sculpture, stone material, Egypt; Karnak (presumed), Egypt; Karnak (presumed), Allard Pierson Archaeological Collection, -100, 0000, Egyptian Roman Egyptian; Roman, Roman,"
07861,"300-200 BC, h 175 (mm), head man, portrait, -300/-200, Call Nr:APM07861, head man, portrait, human figure, object, stone, head of older man, bags under eyes , mustache and beard indicated by incision, skull bald, hairline indicates grinding away of original hair, priest (probably), SC Ponger, Katalog der griechischen und römischen Skulptur im Allard Pierson Museum, Amsterdam 1942, no.79 p.38, Drerup, Aeg. Bildnisköpfe, p.13 no.37, Guide to the Department of Egypt, 1986, p.71 no.6, Mnemosyne 1939 p.255, Announcements of the Association of Friends vh APM 88(2004)p.20,pict.1 (Moormann), basalt material, sculpture, stone material, Egypt; Karnak (presumably), Egypt, Allard Pierson Archaeological Collection, -300, -200, Egyptian Greek Egyptian; Greek, Roman,"
09353,"Coptic or later, h 530 (mm) xd 880 (mm), reclining lion, 0395, Call Nr:APM09353, reclining lion, animal figure, object, stone, reclining lion on plateau; head frontal, quarter turn left, Notices vd Vereniging van Vrienden vh APM 41, p.14 (vHaarlem), Egypt, gift vd Nijl, RA Lunsingh Scheurleer, 1992 186, pict. 158, Announcements vd Vereniging van Vrienden vh APM 72/73, 35, Announcements vd Vereniging van Vrienden vh APM 15 (RALS), limestone material, sculpture, Egypt; Behnasa, Egypt; Behnasa, Allard Pierson Archaeological Collection, 0395, Egyptian Coptic,"
07874,"0-100 AD, h 355 (mm), canoe, 0100, Call Nr:APM07874, canoe, human figure, votive, object, stone, canoe, vase shape Canopus; head in Egyptian style, reliefs on body: box with oedjat eye, Isis and Horus standing left and right, on box 2 birds, below double serpent, below winged scarab, foot in the shape of wreath, A guide to the collections of APM 2002, 56, 58, fig. Rome to Roman, Allard Pierson Museum Serie dl 5, Zwolle 2014, p.104 links (largest), Algemeene Gids 557, vBissing, Bulletin Soc.Arch.d 'Alex.1929 p.39, SC Ponger, Katalog der griechischen und römischen Skulptur im Allard Pierson Museum, Amsterdam 1942,, no.92 p.45 (litt), Moormann, Sculpture, APS coll 1 (2000) p.192/3 no.259 pl.191a-d, marble material, sculpture, Egypt ; Canopus (presumably), Egypt; Canopus (presumably), Allard Pierson Archaeological Collection, 0100, Egyptian Egyptian, late,"
07803,"Roman, h 368 (mm) x w 250 (mm), votive stele man, military, -30/395, Call Nr:APM07803, votive stele man, military, object, relief, stone, stele of man with cape, staff and Axe, Algemeene Gids 943, Von Bissing, Denkmaeler 121, n.8, vBissing, Denkmäler, No. 21 Anm.8, Cat Emperors a/d Nile (Leuven 1999) (APM 2000) No. 51, limestone material, stone material, Egypt; Thebes, Egypt; Thebes, Allard Pierson Archaeological Collection, -030, 0395, Egyptian Roman Egyptian; Roman,"
07766,"Roman, h 315 (mm) x w 215 (mm), relief fragment, Isis lactans with Horus, 0100, Call Nr:APM07766, relief fragment, Isis lactans with Horus, object, relief, stone, upper body of an Isis Lactans with Horus child on her lap, she is seated in a chapel with a papyrus column and Hathor's capital and a frieze with the winged solar disc, the double crown is presented to her on the right, Cat Keizers a/d Nile (Leuven 1999) (APM 2000) No. 187, Egypt, gift vd Nijl, RA Lunsingh Scheurleer, 1992 p.100, fig. Algemeene Gids 53, Tran Tam Tinh, EPRO 37 (1973) , 16/ pl.9 (14), vBissing, AcOr 34 (1936) , 8 (fig.9), marble material, stone material, high relief, Egypt; Alexandria, Egypt; Alexandria, Allard Pierson Archaeological Collection, 0100, Egyptian Egyptian,"
07757,"Greek Roman or later, h 280 (mm) x w 355 (mm), Tithoës-Bes, relief, -100, Call Nr:APM07757, Tithoës-Bes, relief, object, relief, stone, relief with the lion god Tithoës or Tutu and an armed Berry, Egypt, gift from the Nile, RA Lunsingh Scheurleer, 1992 172/fig.146, Cat Emperors a/d the Nile (Leuven 1999) (APM 2000) No. 221, Corpus Antiquitatum Aegyptiacarum 4, 78, Guide for the Egypt section, 1986, 25 pic. stone material, Egypt, Egypt, Allard Pierson Archaeological Collection, -100, Egyptian Egyptian,"
07974,"0-100 AD, h 278 (mm), Isis standing, with Harpokrates, 0100, Call Nr:APM07974, Isis standing, with Harpokrates, human figure, metal, object, standing Isis with high feather crown with disc; in left hand lotus flower in which sits little Harpokrates, pleated robe knotted with Isis loop, golvan mantle, antique pedestal (stucco), arms deployed, brown patina, Egypt, gift from the Nile, RA Lunsingh Scheurleer, 1992 166, pict.135, HC van Gulik, Catalog of the Bronzes in the Allard Pierson Museum, Amsterdam 1940, p.46, no.59, Cat Emperors a/d Nile (Leuven 1999) (APM 2000) no . , p.79, A guide to the APM 2002 collections, p.38, p.56, p.57 fig. 46, A guide to the APM 2002 collections, 56, 57 fig. 46, From Rome to Roman, Allard Pierson Museum Series dl 5, Zwolle 2014, p.101, bronze material, casting, Egypt, Egypt, Allard Pierson Archaeological Collection, 0100, Egyptian Egyptian, Hellenistic,"
07761,"Roman, h 424 (mm) x w 753 (mm), relief, emperor, -30/395, Call Nr:APM07761, relief, emperor, object, stone, relief, a Roman emperor as pharaoh symbolically offers a piece of land to (probably) Ptah to, part of building block, Algemeene Gids 44, Cat Keizers a/d Nile (Leuven 1999) (APM 2000) no. .13, bas relief, stone material, sandstone material, Egypt, Egypt, Allard Pierson Archaeological Collection, -030, 0395, Egyptian Egyptian,"
08188,"Roman, h 290 (mm) x w 380 (mm), Harpokrates, stele, 0100, Call Nr:APM08188, Harpokrates, stele, object, relief, stone, stele of Harpokrates, lying on a couch in chiton, with cup in the hand and funerary items under the bed, From Rome to Roman, Allard Pierson Museum Serie vol 5, Zwolle 2014, p.81, Announcements vd Vereniging van Vrienden vh APM 57 p.15, Zeitschrift für Papyrologie und Epigraphik 27, 158 n. 2, Keizers a/d Nile, tent Tongeren-Amsterdam, Leuven 1999, p.217, cat 128, limestone material, stone material, Egypt; Terenuthis, Egypt; Terenuthis, Allard Pierson Archaeological Collection, 0100, Egyptian Egyptian, "
